제품명,기능성,processed_text
다이어트 그린 녹차카테킨,"[녹차추출물] 항산화･체지방 감소･혈중 콜레스테롤 개선에 도움을 줄 수 있음
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[망간] 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 셀렌 산소 나이아신 에너지 생 아연 면역 망간 뼈 에너지 산소 판토텐산 지방 단백질 에너지 생 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 엽산 혈액 생 태아 경관 혈액 시스테인
다이어트 또박한팩,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",지방 체지방 감소 줄 수 에너지 신경 근육 철 항산화 산소 지방 단백질 에너지 생
다이어트 부스터 에스,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①식후 혈당상승 억제·배변활동 원활에 도움을 줄 수 있음

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌",지방 체지방 감소 줄 수 식후 혈당 상승 배변 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소
다이어트 부스터 제트,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①식후 혈당상승 억제·혈중 중성지질 개선·배변활동 원활에 도움을 줄 수 있음

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌",지방 체지방 감소 줄 수 식후 혈당 상승 중성 지질 배변 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소
다이어트 유산균 비에날씬 프로틴,"단백질 : (1) 근육, 결합조직 등 신체조직의 구성성분 (2) 효소, 호르몬, 항체의 구성에 필요 (3) 체내 필수 영양성분이나 활성물질의 운반과 저장에 필요 (4) 체액, 산-염기의 균형 유지에 필요 (5) 에너지, 포도당, 지질의 합성에 필요
칼슘 : (1) 뼈와 치아 형성에 필요 (2) 신경과 근육 기능 유지에 필요 (3) 정상적인 혈액응고에 필요 (4) 골다공증발생 위험 감소에 도움을 줌
Lactobacillus gasseriBNR17 : (국문) 체지방감소에 도움을 줄 수 있음(생리활성기능) (영문) May help to reduce body fat.
유산균 증식 및 유해균 억제, 배변활동 원활, 장건강에 도움을 줄 수 있음
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌",단백질 근육 신체 조직 구성 성분 효소 호르몬 항체 구성 필수 영양성분 활 물질 운반 저장 체액 산 염기 균형 에너지 포도당 지질 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 체지방 감소 줄 수 생리 활 유산균 균 배변 장 줄 수 비타민 칼슘 인 뼈 골다공증 감소
다이어트 유산균샷," L. curvatus HY7601와 L. plantarum KY1032의 프로바이오틱스 복합물
(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat
[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
[바나바잎추출물] 식후 혈당상승 억제에 도움을 줄 수 있음
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",프로바이오틱스 복합 물 체지방 감소 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비오틴 지방 단백질 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 아연 면역 엽산 혈액 생 태아 경관 혈액 시스테인
다이어트·체지방 감소엔 칼로컷,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",지방 체지방 감소 줄 수 철 항산화 산소 에너지 생 지방 단백질 에너지 생 면역 단백질 아미노산 혈액 시스테인 에너지 에너지 생 산소 칼슘 인 뼈 골다공증 감소 지방 단백질 에너지 생 혈액 생 태아 경관 혈액 시스테인
다이어트보조제 비밀이야 시그니처,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①배변활동 원활에 도움을 줄 수 있음

①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",지방 체지방 감소 배변 줄 수 항산화 체지방 감소 콜레스테롤 줄 수 철 산소 산소 산소 에너지 생 면역 곳 피부 점막 상피세포 지방 단백질 에너지 생 칼슘 인 뼈 골다공증 감소 단백질 아미노산 혈액 시스테인 에너지 에너지 생 혈액 생 태아 경관 혈액 시스테인 지방 단백질 에너지 생
다이어트올인원,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[나이아신]①체내 에너지 생성에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요",아캄 보지 물 지방 체지방 감소 나이아신 에너지 생 망간 뼈 에너지 산소 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 비타민 엽산 비타민 칼슘 인 뼈 골다공증 감소 엽산 혈액 생 태아 경관 혈액 시스테인 아연 면역 셀레늄 셀렌 산소
다존킹스칼,①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌,뼈 치아 신경 근육 혈액 골다공증 감소
다트너스 20.9,"[돌외잎주정추출분말] 체지방 감소에 도움을 줄 수 있음
[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[칼슘] 뼈와 치와 형성에 필요/신경과 근육 기능 유지에 필요/정상적인 혈액응고에 필요/골다공증발생 위험 감소에 도움을 줌",돌외잎 주정 분말 체지방 감소 줄 수 마그네슘 에너지 신경 근육 칼슘 뼈 치 신경 근육 혈액 골다공증 감소
다편안 멀티비타민,"[비타민 A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민 B1]①탄수화물과 에너지 대사에 필요

[비타민 B2]①체내 에너지 생성에 필요

[비타민 B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민 B12]①정상적인 엽산 대사에 필요

[비타민 B2]①체내 에너지 생성에 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민 C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민 D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민 E]①유해산소로부터 세포를 보호하는데 필요

[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요

[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

[셀레늄]①유해산소로부터 세포를 보호하는데 필요

[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 철 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 산소 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 아연 면역 구리 철 운반 산소 셀레늄 산소 철 산소 운반 혈액 생 에너지 생 망간 뼈 에너지 산소
닥스바이옴 덴티,"유산균 증식 및 유해균 억제·배변활동 원활·장 건강에 도움을 줄 수 있음

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌",유산균 균 배변 장 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소
닥터 Ca,"[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 비타민 칼슘 인 뼈 골다공증 감소
닥터 멀티비타민,"[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여

[몰리브덴] 산화·환원 효소의 활성에 필요

[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[나이아신] 체내 에너지 생성에 필요

[비타민B12] 정상적인 엽산 대사에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B2] 체내 에너지 생성에 필요

[비타민B1] 탄수화물과 에너지 대사에 필요

[비타민K] (1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요",망간 뼈 에너지 산소 크롬 지방 단백질 관여 몰리브덴 산화 환원 효소 활 구리 철 운반 산소 아연 면역 비타민 철 항산화 산소 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 생 비타민 에너지 비타민 혈액 뼈 구성 비타민 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 곳 피부 점막 상피세포
닥터 세리티 징코 빌리프,"[은행잎추출물]①기억력 개선·혈행 개선에 도움을 줄 수 있음
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀렌]①유해산소로부터 세포를 보호하는데 필요",은행 잎 물 기억 혈행 줄 수 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 항산화 산소 아연 면역 셀렌 산소
닥터 액티브엽산,[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요,엽산 혈액 생 태아 경관 혈액 시스테인
닥터 올인원 비타 플러스,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

(1) 탄수화물과 에너지 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요

-산화·환원 효소의 활성에 필요

(1) 체내 탄수화물, 지방, 단백질 대사에 관여

①에너지 이용에 필요②신경과 근육 기능 유지에 필요",곳 피부 점막 상피세포 에너지 단백질 아미노산 혈액 시스테인 에너지 생 지방 단백질 에너지 생 혈액 생 태아 경관 혈액 시스테인 지방 단백질 에너지 생 철 항산화 산소 항산화 산소 칼슘 인 뼈 골다공증 감소 산소 면역 철 운반 산소 뼈 에너지 산소 혈액 뼈 구성 산소 운반 혈액 생 에너지 생 갑상선 호르몬 에너지 생 산화 환원 효소 활 지방 단백질 관여 에너지 신경 근육
닥터 징코원,"[은행잎 추출물 제품]①기억력 개선에 도움을 줄 수 있음 ②혈행 개선에 도움을 줄 수 있음
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[나이아신]①체내 에너지 생성에 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
",은행 잎 물 기억 줄 수 혈행 줄 수 비타민 철 산소 셀레늄 셀렌 산소 나이아신 에너지 생 철 산소 운반 혈액 생 에너지 생 판토텐산 지방 단백질 에너지 생 아연 면역 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 생 비타민 에너지 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산
닥터 퀸즈 밸런스,"갱년기 여성의 건강에 도움을 줄 수 있음

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",갱년기 여성 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소 에너지 신경 근육 칼슘 인 뼈 골다공증 감소 뼈 에너지 산소
닥터 프레그맘 스텝-1,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 엽산 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①탄수화물과 에너지 대사에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요",철 항산화 산소 항산화 산소 에너지 생 면역 뼈 에너지 산소 지방 단백질 에너지 생 산소 칼슘 인 뼈 골다공증 감소 지방 단백질 에너지 생 엽산 단백질 아미노산 혈액 시스테인 에너지 혈액 생 태아 경관 혈액 시스테인 에너지 생
닥터 프레그맘 스텝-1,"[엽산]
① 세포와 혈액생성에 필요
② 태아 신경관의 정상 발달에 필요
③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 D]
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌
[비타민 E]
① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 C]
① 결합조직 형성과 기능유지에 필요
② 철의 흡수에 필요
③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신]
① 체내 에너지 생성에 필요
[비타민 B1]
① 탄수화물과 에너지 대사에 필요
[비타민 B2]
① 체내 에너지 생성에 필요
[비타민 B12]
① 정상적인 엽산 대사에 필요
[판토텐산]
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민 B6]
① 단백질 및 아미노산 이용에 필요
② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[셀레늄]
유해산소로부터 세포를 보호하는데 필요
[망간]
① 뼈 형성에 필요
② 에너지 이용에 필요
③ 유해산소로부터 세포를 보호하는데 필요
[아연]
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요",엽산 혈액 생 태아 경관 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 철 항산화 산소 나이아신 에너지 생 비타민 에너지 비타민 에너지 생 비타민 엽산 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비오틴 지방 단백질 에너지 생 셀레늄 산소 망간 뼈 에너지 산소 아연 면역
닥터 프레그맘 스텝-2,"[비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌
[비타민E] ① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1] ① 탄수화물과 에너지 대사에 필요
[비타민B2] ① 체내 에너지 생성에 필요
[비타민B6] ① 단백질 및 아미노산 이용에 필요 ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] ① 정상적인 엽산 대사에 필요
[판토텐산] ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] ① 체내 에너지 생성에 필요
[비오틴] ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[철] ① 체내 산소운반과 혈액생성에 필요 ② 에너지 생성에 필요
[아연] ① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
[셀렌] ① 유해산소로부터 세포를 보호하는데 필요
[망간] ① 뼈 형성에 필요 ② 에너지 이용에 필요 ③ 유해산소로부터 세포를 보호하는데 필요
[엽산] ① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 비오틴 지방 단백질 에너지 생 철 산소 운반 혈액 생 에너지 생 아연 면역 셀렌 산소 망간 뼈 에너지 산소 엽산 혈액 생 태아 경관 혈액 시스테인
닥터 하이업,"1. 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌
2. 철 :  체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
3. 셀렌 : 유해산소로부터 세포를 보호하는데 필요
4. 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
5. 아연 :  정상적인 면역기능에 필요, 정상적인 세포분열에 필요
6. 망간 :  뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
7. 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
8. 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 철 산소 운반 혈액 생 에너지 생 셀렌 산소 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 망간 뼈 에너지 산소 비타민 곳 피부 점막 상피세포 비타민 혈액 뼈 구성
닥터. 멀티비타민미네랄밸런스,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
",비타민 철 산소 비타민 산소 셀레늄 셀렌 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 아연 면역 비타민 곳 피부 점막 상피세포 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 망간 뼈 에너지 산소 비타민 엽산 비타민 칼슘 인 뼈 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 혈액 뼈 구성 비오틴 지방 단백질 에너지 생
